target_session,previous_tw_close_utc,current_tw_open_utc,mapping_status,n_us_calendar_sessions,n_us_sessions,us_session_dates,us_open_timestamps_utc,us_close_timestamps_utc,feature_information_end_utc,us_early_close_sessions
2013-10-31,2013-10-30 05:30:00+00:00,2013-10-31 01:00:00+00:00,VALID,1,1,2013-10-30,2013-10-30T13:30:00+00:00,2013-10-30T20:00:00+00:00,2013-10-30 20:00:00+00:00,0
2013-11-01,2013-10-31 05:30:00+00:00,2013-11-01 01:00:00+00:00,VALID,1,1,2013-10-31,2013-10-31T13:30:00+00:00,2013-10-31T20:00:00+00:00,2013-10-31 20:00:00+00:00,0
2013-11-04,2013-11-01 05:30:00+00:00,2013-11-04 01:00:00+00:00,VALID,1,1,2013-11-01,2013-11-01T13:30:00+00:00,2013-11-01T20:00:00+00:00,2013-11-01 20:00:00+00:00,0
2013-11-05,2013-11-04 05:30:00+00:00,2013-11-05 01:00:00+00:00,VALID,1,1,2013-11-04,2013-11-04T14:30:00+00:00,2013-11-04T21:00:00+00:00,2013-11-04 21:00:00+00:00,0
2013-11-06,2013-11-05 05:30:00+00:00,2013-11-06 01:00:00+00:00,VALID,1,1,2013-11-05,2013-11-05T14:30:00+00:00,2013-11-05T21:00:00+00:00,2013-11-05 21:00:00+00:00,0
2013-11-07,2013-11-06 05:30:00+00:00,2013-11-07 01:00:00+00:00,VALID,1,1,2013-11-06,2013-11-06T14:30:00+00:00,2013-11-06T21:00:00+00:00,2013-11-06 21:00:00+00:00,0
2013-11-08,2013-11-07 05:30:00+00:00,2013-11-08 01:00:00+00:00,VALID,1,1,2013-11-07,2013-11-07T14:30:00+00:00,2013-11-07T21:00:00+00:00,2013-11-07 21:00:00+00:00,0
2013-11-11,2013-11-08 05:30:00+00:00,2013-11-11 01:00:00+00:00,VALID,1,1,2013-11-08,2013-11-08T14:30:00+00:00,2013-11-08T21:00:00+00:00,2013-11-08 21:00:00+00:00,0
2013-11-12,2013-11-11 05:30:00+00:00,2013-11-12 01:00:00+00:00,VALID,1,1,2013-11-11,2013-11-11T14:30:00+00:00,2013-11-11T21:00:00+00:00,2013-11-11 21:00:00+00:00,0
2013-11-13,2013-11-12 05:30:00+00:00,2013-11-13 01:00:00+00:00,VALID,1,1,2013-11-12,2013-11-12T14:30:00+00:00,2013-11-12T21:00:00+00:00,2013-11-12 21:00:00+00:00,0
2013-11-14,2013-11-13 05:30:00+00:00,2013-11-14 01:00:00+00:00,VALID,1,1,2013-11-13,2013-11-13T14:30:00+00:00,2013-11-13T21:00:00+00:00,2013-11-13 21:00:00+00:00,0
2013-11-15,2013-11-14 05:30:00+00:00,2013-11-15 01:00:00+00:00,VALID,1,1,2013-11-14,2013-11-14T14:30:00+00:00,2013-11-14T21:00:00+00:00,2013-11-14 21:00:00+00:00,0
2013-11-18,2013-11-15 05:30:00+00:00,2013-11-18 01:00:00+00:00,VALID,1,1,2013-11-15,2013-11-15T14:30:00+00:00,2013-11-15T21:00:00+00:00,2013-11-15 21:00:00+00:00,0
2013-11-19,2013-11-18 05:30:00+00:00,2013-11-19 01:00:00+00:00,VALID,1,1,2013-11-18,2013-11-18T14:30:00+00:00,2013-11-18T21:00:00+00:00,2013-11-18 21:00:00+00:00,0
2013-11-20,2013-11-19 05:30:00+00:00,2013-11-20 01:00:00+00:00,VALID,1,1,2013-11-19,2013-11-19T14:30:00+00:00,2013-11-19T21:00:00+00:00,2013-11-19 21:00:00+00:00,0
2013-11-21,2013-11-20 05:30:00+00:00,2013-11-21 01:00:00+00:00,VALID,1,1,2013-11-20,2013-11-20T14:30:00+00:00,2013-11-20T21:00:00+00:00,2013-11-20 21:00:00+00:00,0
2013-11-22,2013-11-21 05:30:00+00:00,2013-11-22 01:00:00+00:00,VALID,1,1,2013-11-21,2013-11-21T14:30:00+00:00,2013-11-21T21:00:00+00:00,2013-11-21 21:00:00+00:00,0
2013-11-25,2013-11-22 05:30:00+00:00,2013-11-25 01:00:00+00:00,VALID,1,1,2013-11-22,2013-11-22T14:30:00+00:00,2013-11-22T21:00:00+00:00,2013-11-22 21:00:00+00:00,0
2013-11-26,2013-11-25 05:30:00+00:00,2013-11-26 01:00:00+00:00,VALID,1,1,2013-11-25,2013-11-25T14:30:00+00:00,2013-11-25T21:00:00+00:00,2013-11-25 21:00:00+00:00,0
2013-11-27,2013-11-26 05:30:00+00:00,2013-11-27 01:00:00+00:00,VALID,1,1,2013-11-26,2013-11-26T14:30:00+00:00,2013-11-26T21:00:00+00:00,2013-11-26 21:00:00+00:00,0
2013-11-28,2013-11-27 05:30:00+00:00,2013-11-28 01:00:00+00:00,VALID,1,1,2013-11-27,2013-11-27T14:30:00+00:00,2013-11-27T21:00:00+00:00,2013-11-27 21:00:00+00:00,0
2013-11-29,2013-11-28 05:30:00+00:00,2013-11-29 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2013-12-02,2013-11-29 05:30:00+00:00,2013-12-02 01:00:00+00:00,VALID,1,1,2013-11-29,2013-11-29T14:30:00+00:00,2013-11-29T18:00:00+00:00,2013-11-29 18:00:00+00:00,1
2013-12-03,2013-12-02 05:30:00+00:00,2013-12-03 01:00:00+00:00,VALID,1,1,2013-12-02,2013-12-02T14:30:00+00:00,2013-12-02T21:00:00+00:00,2013-12-02 21:00:00+00:00,0
2013-12-04,2013-12-03 05:30:00+00:00,2013-12-04 01:00:00+00:00,VALID,1,1,2013-12-03,2013-12-03T14:30:00+00:00,2013-12-03T21:00:00+00:00,2013-12-03 21:00:00+00:00,0
2013-12-05,2013-12-04 05:30:00+00:00,2013-12-05 01:00:00+00:00,VALID,1,1,2013-12-04,2013-12-04T14:30:00+00:00,2013-12-04T21:00:00+00:00,2013-12-04 21:00:00+00:00,0
2013-12-06,2013-12-05 05:30:00+00:00,2013-12-06 01:00:00+00:00,VALID,1,1,2013-12-05,2013-12-05T14:30:00+00:00,2013-12-05T21:00:00+00:00,2013-12-05 21:00:00+00:00,0
2013-12-09,2013-12-06 05:30:00+00:00,2013-12-09 01:00:00+00:00,VALID,1,1,2013-12-06,2013-12-06T14:30:00+00:00,2013-12-06T21:00:00+00:00,2013-12-06 21:00:00+00:00,0
2013-12-10,2013-12-09 05:30:00+00:00,2013-12-10 01:00:00+00:00,VALID,1,1,2013-12-09,2013-12-09T14:30:00+00:00,2013-12-09T21:00:00+00:00,2013-12-09 21:00:00+00:00,0
2013-12-11,2013-12-10 05:30:00+00:00,2013-12-11 01:00:00+00:00,VALID,1,1,2013-12-10,2013-12-10T14:30:00+00:00,2013-12-10T21:00:00+00:00,2013-12-10 21:00:00+00:00,0
2013-12-12,2013-12-11 05:30:00+00:00,2013-12-12 01:00:00+00:00,VALID,1,1,2013-12-11,2013-12-11T14:30:00+00:00,2013-12-11T21:00:00+00:00,2013-12-11 21:00:00+00:00,0
2013-12-13,2013-12-12 05:30:00+00:00,2013-12-13 01:00:00+00:00,VALID,1,1,2013-12-12,2013-12-12T14:30:00+00:00,2013-12-12T21:00:00+00:00,2013-12-12 21:00:00+00:00,0
2013-12-16,2013-12-13 05:30:00+00:00,2013-12-16 01:00:00+00:00,VALID,1,1,2013-12-13,2013-12-13T14:30:00+00:00,2013-12-13T21:00:00+00:00,2013-12-13 21:00:00+00:00,0
2013-12-17,2013-12-16 05:30:00+00:00,2013-12-17 01:00:00+00:00,VALID,1,1,2013-12-16,2013-12-16T14:30:00+00:00,2013-12-16T21:00:00+00:00,2013-12-16 21:00:00+00:00,0
2013-12-18,2013-12-17 05:30:00+00:00,2013-12-18 01:00:00+00:00,VALID,1,1,2013-12-17,2013-12-17T14:30:00+00:00,2013-12-17T21:00:00+00:00,2013-12-17 21:00:00+00:00,0
2013-12-19,2013-12-18 05:30:00+00:00,2013-12-19 01:00:00+00:00,VALID,1,1,2013-12-18,2013-12-18T14:30:00+00:00,2013-12-18T21:00:00+00:00,2013-12-18 21:00:00+00:00,0
2013-12-20,2013-12-19 05:30:00+00:00,2013-12-20 01:00:00+00:00,VALID,1,1,2013-12-19,2013-12-19T14:30:00+00:00,2013-12-19T21:00:00+00:00,2013-12-19 21:00:00+00:00,0
2013-12-23,2013-12-20 05:30:00+00:00,2013-12-23 01:00:00+00:00,VALID,1,1,2013-12-20,2013-12-20T14:30:00+00:00,2013-12-20T21:00:00+00:00,2013-12-20 21:00:00+00:00,0
2013-12-24,2013-12-23 05:30:00+00:00,2013-12-24 01:00:00+00:00,VALID,1,1,2013-12-23,2013-12-23T14:30:00+00:00,2013-12-23T21:00:00+00:00,2013-12-23 21:00:00+00:00,0
2013-12-25,2013-12-24 05:30:00+00:00,2013-12-25 01:00:00+00:00,VALID,1,1,2013-12-24,2013-12-24T14:30:00+00:00,2013-12-24T18:00:00+00:00,2013-12-24 18:00:00+00:00,1
2013-12-26,2013-12-25 05:30:00+00:00,2013-12-26 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2013-12-27,2013-12-26 05:30:00+00:00,2013-12-27 01:00:00+00:00,VALID,1,1,2013-12-26,2013-12-26T14:30:00+00:00,2013-12-26T21:00:00+00:00,2013-12-26 21:00:00+00:00,0
2013-12-30,2013-12-27 05:30:00+00:00,2013-12-30 01:00:00+00:00,VALID,1,1,2013-12-27,2013-12-27T14:30:00+00:00,2013-12-27T21:00:00+00:00,2013-12-27 21:00:00+00:00,0
2013-12-31,2013-12-30 05:30:00+00:00,2013-12-31 01:00:00+00:00,VALID,1,1,2013-12-30,2013-12-30T14:30:00+00:00,2013-12-30T21:00:00+00:00,2013-12-30 21:00:00+00:00,0
2014-01-02,2013-12-31 05:30:00+00:00,2014-01-02 01:00:00+00:00,VALID,1,1,2013-12-31,2013-12-31T14:30:00+00:00,2013-12-31T21:00:00+00:00,2013-12-31 21:00:00+00:00,0
2014-01-03,2014-01-02 05:30:00+00:00,2014-01-03 01:00:00+00:00,VALID,1,1,2014-01-02,2014-01-02T14:30:00+00:00,2014-01-02T21:00:00+00:00,2014-01-02 21:00:00+00:00,0
2014-01-06,2014-01-03 05:30:00+00:00,2014-01-06 01:00:00+00:00,VALID,1,1,2014-01-03,2014-01-03T14:30:00+00:00,2014-01-03T21:00:00+00:00,2014-01-03 21:00:00+00:00,0
2014-01-07,2014-01-06 05:30:00+00:00,2014-01-07 01:00:00+00:00,VALID,1,1,2014-01-06,2014-01-06T14:30:00+00:00,2014-01-06T21:00:00+00:00,2014-01-06 21:00:00+00:00,0
2014-01-08,2014-01-07 05:30:00+00:00,2014-01-08 01:00:00+00:00,VALID,1,1,2014-01-07,2014-01-07T14:30:00+00:00,2014-01-07T21:00:00+00:00,2014-01-07 21:00:00+00:00,0
2014-01-09,2014-01-08 05:30:00+00:00,2014-01-09 01:00:00+00:00,VALID,1,1,2014-01-08,2014-01-08T14:30:00+00:00,2014-01-08T21:00:00+00:00,2014-01-08 21:00:00+00:00,0
2014-01-10,2014-01-09 05:30:00+00:00,2014-01-10 01:00:00+00:00,VALID,1,1,2014-01-09,2014-01-09T14:30:00+00:00,2014-01-09T21:00:00+00:00,2014-01-09 21:00:00+00:00,0
2014-01-13,2014-01-10 05:30:00+00:00,2014-01-13 01:00:00+00:00,VALID,1,1,2014-01-10,2014-01-10T14:30:00+00:00,2014-01-10T21:00:00+00:00,2014-01-10 21:00:00+00:00,0
2014-01-14,2014-01-13 05:30:00+00:00,2014-01-14 01:00:00+00:00,VALID,1,1,2014-01-13,2014-01-13T14:30:00+00:00,2014-01-13T21:00:00+00:00,2014-01-13 21:00:00+00:00,0
2014-01-15,2014-01-14 05:30:00+00:00,2014-01-15 01:00:00+00:00,VALID,1,1,2014-01-14,2014-01-14T14:30:00+00:00,2014-01-14T21:00:00+00:00,2014-01-14 21:00:00+00:00,0
2014-01-16,2014-01-15 05:30:00+00:00,2014-01-16 01:00:00+00:00,VALID,1,1,2014-01-15,2014-01-15T14:30:00+00:00,2014-01-15T21:00:00+00:00,2014-01-15 21:00:00+00:00,0
2014-01-17,2014-01-16 05:30:00+00:00,2014-01-17 01:00:00+00:00,VALID,1,1,2014-01-16,2014-01-16T14:30:00+00:00,2014-01-16T21:00:00+00:00,2014-01-16 21:00:00+00:00,0
2014-01-20,2014-01-17 05:30:00+00:00,2014-01-20 01:00:00+00:00,VALID,1,1,2014-01-17,2014-01-17T14:30:00+00:00,2014-01-17T21:00:00+00:00,2014-01-17 21:00:00+00:00,0
2014-01-21,2014-01-20 05:30:00+00:00,2014-01-21 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2014-01-22,2014-01-21 05:30:00+00:00,2014-01-22 01:00:00+00:00,VALID,1,1,2014-01-21,2014-01-21T14:30:00+00:00,2014-01-21T21:00:00+00:00,2014-01-21 21:00:00+00:00,0
2014-01-23,2014-01-22 05:30:00+00:00,2014-01-23 01:00:00+00:00,VALID,1,1,2014-01-22,2014-01-22T14:30:00+00:00,2014-01-22T21:00:00+00:00,2014-01-22 21:00:00+00:00,0
2014-01-24,2014-01-23 05:30:00+00:00,2014-01-24 01:00:00+00:00,VALID,1,1,2014-01-23,2014-01-23T14:30:00+00:00,2014-01-23T21:00:00+00:00,2014-01-23 21:00:00+00:00,0
2014-01-27,2014-01-24 05:30:00+00:00,2014-01-27 01:00:00+00:00,VALID,1,1,2014-01-24,2014-01-24T14:30:00+00:00,2014-01-24T21:00:00+00:00,2014-01-24 21:00:00+00:00,0
2014-02-05,2014-01-27 05:30:00+00:00,2014-02-05 01:00:00+00:00,VALID,7,7,2014-01-27;2014-01-28;2014-01-29;2014-01-30;2014-01-31;2014-02-03;2014-02-04,2014-01-27T14:30:00+00:00;2014-01-28T14:30:00+00:00;2014-01-29T14:30:00+00:00;2014-01-30T14:30:00+00:00;2014-01-31T14:30:00+00:00;2014-02-03T14:30:00+00:00;2014-02-04T14:30:00+00:00,2014-01-27T21:00:00+00:00;2014-01-28T21:00:00+00:00;2014-01-29T21:00:00+00:00;2014-01-30T21:00:00+00:00;2014-01-31T21:00:00+00:00;2014-02-03T21:00:00+00:00;2014-02-04T21:00:00+00:00,2014-02-04 21:00:00+00:00,0
2014-02-06,2014-02-05 05:30:00+00:00,2014-02-06 01:00:00+00:00,VALID,1,1,2014-02-05,2014-02-05T14:30:00+00:00,2014-02-05T21:00:00+00:00,2014-02-05 21:00:00+00:00,0
2014-02-07,2014-02-06 05:30:00+00:00,2014-02-07 01:00:00+00:00,VALID,1,1,2014-02-06,2014-02-06T14:30:00+00:00,2014-02-06T21:00:00+00:00,2014-02-06 21:00:00+00:00,0
2014-02-10,2014-02-07 05:30:00+00:00,2014-02-10 01:00:00+00:00,VALID,1,1,2014-02-07,2014-02-07T14:30:00+00:00,2014-02-07T21:00:00+00:00,2014-02-07 21:00:00+00:00,0
2014-02-11,2014-02-10 05:30:00+00:00,2014-02-11 01:00:00+00:00,VALID,1,1,2014-02-10,2014-02-10T14:30:00+00:00,2014-02-10T21:00:00+00:00,2014-02-10 21:00:00+00:00,0
2014-02-12,2014-02-11 05:30:00+00:00,2014-02-12 01:00:00+00:00,VALID,1,1,2014-02-11,2014-02-11T14:30:00+00:00,2014-02-11T21:00:00+00:00,2014-02-11 21:00:00+00:00,0
2014-02-13,2014-02-12 05:30:00+00:00,2014-02-13 01:00:00+00:00,VALID,1,1,2014-02-12,2014-02-12T14:30:00+00:00,2014-02-12T21:00:00+00:00,2014-02-12 21:00:00+00:00,0
2014-02-14,2014-02-13 05:30:00+00:00,2014-02-14 01:00:00+00:00,VALID,1,1,2014-02-13,2014-02-13T14:30:00+00:00,2014-02-13T21:00:00+00:00,2014-02-13 21:00:00+00:00,0
2014-02-17,2014-02-14 05:30:00+00:00,2014-02-17 01:00:00+00:00,VALID,1,1,2014-02-14,2014-02-14T14:30:00+00:00,2014-02-14T21:00:00+00:00,2014-02-14 21:00:00+00:00,0
2014-02-18,2014-02-17 05:30:00+00:00,2014-02-18 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2014-02-19,2014-02-18 05:30:00+00:00,2014-02-19 01:00:00+00:00,VALID,1,1,2014-02-18,2014-02-18T14:30:00+00:00,2014-02-18T21:00:00+00:00,2014-02-18 21:00:00+00:00,0
2014-02-20,2014-02-19 05:30:00+00:00,2014-02-20 01:00:00+00:00,VALID,1,1,2014-02-19,2014-02-19T14:30:00+00:00,2014-02-19T21:00:00+00:00,2014-02-19 21:00:00+00:00,0
2014-02-21,2014-02-20 05:30:00+00:00,2014-02-21 01:00:00+00:00,VALID,1,1,2014-02-20,2014-02-20T14:30:00+00:00,2014-02-20T21:00:00+00:00,2014-02-20 21:00:00+00:00,0
2014-02-24,2014-02-21 05:30:00+00:00,2014-02-24 01:00:00+00:00,VALID,1,1,2014-02-21,2014-02-21T14:30:00+00:00,2014-02-21T21:00:00+00:00,2014-02-21 21:00:00+00:00,0
2014-02-25,2014-02-24 05:30:00+00:00,2014-02-25 01:00:00+00:00,VALID,1,1,2014-02-24,2014-02-24T14:30:00+00:00,2014-02-24T21:00:00+00:00,2014-02-24 21:00:00+00:00,0
2014-02-26,2014-02-25 05:30:00+00:00,2014-02-26 01:00:00+00:00,VALID,1,1,2014-02-25,2014-02-25T14:30:00+00:00,2014-02-25T21:00:00+00:00,2014-02-25 21:00:00+00:00,0
2014-02-27,2014-02-26 05:30:00+00:00,2014-02-27 01:00:00+00:00,VALID,1,1,2014-02-26,2014-02-26T14:30:00+00:00,2014-02-26T21:00:00+00:00,2014-02-26 21:00:00+00:00,0
2014-03-03,2014-02-27 05:30:00+00:00,2014-03-03 01:00:00+00:00,VALID,2,2,2014-02-27;2014-02-28,2014-02-27T14:30:00+00:00;2014-02-28T14:30:00+00:00,2014-02-27T21:00:00+00:00;2014-02-28T21:00:00+00:00,2014-02-28 21:00:00+00:00,0
2014-03-04,2014-03-03 05:30:00+00:00,2014-03-04 01:00:00+00:00,VALID,1,1,2014-03-03,2014-03-03T14:30:00+00:00,2014-03-03T21:00:00+00:00,2014-03-03 21:00:00+00:00,0
2014-03-05,2014-03-04 05:30:00+00:00,2014-03-05 01:00:00+00:00,VALID,1,1,2014-03-04,2014-03-04T14:30:00+00:00,2014-03-04T21:00:00+00:00,2014-03-04 21:00:00+00:00,0
2014-03-06,2014-03-05 05:30:00+00:00,2014-03-06 01:00:00+00:00,VALID,1,1,2014-03-05,2014-03-05T14:30:00+00:00,2014-03-05T21:00:00+00:00,2014-03-05 21:00:00+00:00,0
2014-03-07,2014-03-06 05:30:00+00:00,2014-03-07 01:00:00+00:00,VALID,1,1,2014-03-06,2014-03-06T14:30:00+00:00,2014-03-06T21:00:00+00:00,2014-03-06 21:00:00+00:00,0
2014-03-10,2014-03-07 05:30:00+00:00,2014-03-10 01:00:00+00:00,VALID,1,1,2014-03-07,2014-03-07T14:30:00+00:00,2014-03-07T21:00:00+00:00,2014-03-07 21:00:00+00:00,0
2014-03-11,2014-03-10 05:30:00+00:00,2014-03-11 01:00:00+00:00,VALID,1,1,2014-03-10,2014-03-10T13:30:00+00:00,2014-03-10T20:00:00+00:00,2014-03-10 20:00:00+00:00,0
2014-03-12,2014-03-11 05:30:00+00:00,2014-03-12 01:00:00+00:00,VALID,1,1,2014-03-11,2014-03-11T13:30:00+00:00,2014-03-11T20:00:00+00:00,2014-03-11 20:00:00+00:00,0
2014-03-13,2014-03-12 05:30:00+00:00,2014-03-13 01:00:00+00:00,VALID,1,1,2014-03-12,2014-03-12T13:30:00+00:00,2014-03-12T20:00:00+00:00,2014-03-12 20:00:00+00:00,0
2014-03-14,2014-03-13 05:30:00+00:00,2014-03-14 01:00:00+00:00,VALID,1,1,2014-03-13,2014-03-13T13:30:00+00:00,2014-03-13T20:00:00+00:00,2014-03-13 20:00:00+00:00,0
2014-03-17,2014-03-14 05:30:00+00:00,2014-03-17 01:00:00+00:00,VALID,1,1,2014-03-14,2014-03-14T13:30:00+00:00,2014-03-14T20:00:00+00:00,2014-03-14 20:00:00+00:00,0
2014-03-18,2014-03-17 05:30:00+00:00,2014-03-18 01:00:00+00:00,VALID,1,1,2014-03-17,2014-03-17T13:30:00+00:00,2014-03-17T20:00:00+00:00,2014-03-17 20:00:00+00:00,0
2014-03-19,2014-03-18 05:30:00+00:00,2014-03-19 01:00:00+00:00,VALID,1,1,2014-03-18,2014-03-18T13:30:00+00:00,2014-03-18T20:00:00+00:00,2014-03-18 20:00:00+00:00,0
2014-03-20,2014-03-19 05:30:00+00:00,2014-03-20 01:00:00+00:00,VALID,1,1,2014-03-19,2014-03-19T13:30:00+00:00,2014-03-19T20:00:00+00:00,2014-03-19 20:00:00+00:00,0
2014-03-21,2014-03-20 05:30:00+00:00,2014-03-21 01:00:00+00:00,VALID,1,1,2014-03-20,2014-03-20T13:30:00+00:00,2014-03-20T20:00:00+00:00,2014-03-20 20:00:00+00:00,0
2014-03-24,2014-03-21 05:30:00+00:00,2014-03-24 01:00:00+00:00,VALID,1,1,2014-03-21,2014-03-21T13:30:00+00:00,2014-03-21T20:00:00+00:00,2014-03-21 20:00:00+00:00,0
2014-03-25,2014-03-24 05:30:00+00:00,2014-03-25 01:00:00+00:00,VALID,1,1,2014-03-24,2014-03-24T13:30:00+00:00,2014-03-24T20:00:00+00:00,2014-03-24 20:00:00+00:00,0
2014-03-26,2014-03-25 05:30:00+00:00,2014-03-26 01:00:00+00:00,VALID,1,1,2014-03-25,2014-03-25T13:30:00+00:00,2014-03-25T20:00:00+00:00,2014-03-25 20:00:00+00:00,0
2014-03-27,2014-03-26 05:30:00+00:00,2014-03-27 01:00:00+00:00,VALID,1,1,2014-03-26,2014-03-26T13:30:00+00:00,2014-03-26T20:00:00+00:00,2014-03-26 20:00:00+00:00,0
2014-03-28,2014-03-27 05:30:00+00:00,2014-03-28 01:00:00+00:00,VALID,1,1,2014-03-27,2014-03-27T13:30:00+00:00,2014-03-27T20:00:00+00:00,2014-03-27 20:00:00+00:00,0
2014-03-31,2014-03-28 05:30:00+00:00,2014-03-31 01:00:00+00:00,VALID,1,1,2014-03-28,2014-03-28T13:30:00+00:00,2014-03-28T20:00:00+00:00,2014-03-28 20:00:00+00:00,0
2014-04-01,2014-03-31 05:30:00+00:00,2014-04-01 01:00:00+00:00,VALID,1,1,2014-03-31,2014-03-31T13:30:00+00:00,2014-03-31T20:00:00+00:00,2014-03-31 20:00:00+00:00,0
2014-04-02,2014-04-01 05:30:00+00:00,2014-04-02 01:00:00+00:00,VALID,1,1,2014-04-01,2014-04-01T13:30:00+00:00,2014-04-01T20:00:00+00:00,2014-04-01 20:00:00+00:00,0
2014-04-03,2014-04-02 05:30:00+00:00,2014-04-03 01:00:00+00:00,VALID,1,1,2014-04-02,2014-04-02T13:30:00+00:00,2014-04-02T20:00:00+00:00,2014-04-02 20:00:00+00:00,0
2014-04-07,2014-04-03 05:30:00+00:00,2014-04-07 01:00:00+00:00,VALID,2,2,2014-04-03;2014-04-04,2014-04-03T13:30:00+00:00;2014-04-04T13:30:00+00:00,2014-04-03T20:00:00+00:00;2014-04-04T20:00:00+00:00,2014-04-04 20:00:00+00:00,0
2014-04-08,2014-04-07 05:30:00+00:00,2014-04-08 01:00:00+00:00,VALID,1,1,2014-04-07,2014-04-07T13:30:00+00:00,2014-04-07T20:00:00+00:00,2014-04-07 20:00:00+00:00,0
2014-04-09,2014-04-08 05:30:00+00:00,2014-04-09 01:00:00+00:00,VALID,1,1,2014-04-08,2014-04-08T13:30:00+00:00,2014-04-08T20:00:00+00:00,2014-04-08 20:00:00+00:00,0
2014-04-10,2014-04-09 05:30:00+00:00,2014-04-10 01:00:00+00:00,VALID,1,1,2014-04-09,2014-04-09T13:30:00+00:00,2014-04-09T20:00:00+00:00,2014-04-09 20:00:00+00:00,0
2014-04-11,2014-04-10 05:30:00+00:00,2014-04-11 01:00:00+00:00,VALID,1,1,2014-04-10,2014-04-10T13:30:00+00:00,2014-04-10T20:00:00+00:00,2014-04-10 20:00:00+00:00,0
2014-04-14,2014-04-11 05:30:00+00:00,2014-04-14 01:00:00+00:00,VALID,1,1,2014-04-11,2014-04-11T13:30:00+00:00,2014-04-11T20:00:00+00:00,2014-04-11 20:00:00+00:00,0
2014-04-15,2014-04-14 05:30:00+00:00,2014-04-15 01:00:00+00:00,VALID,1,1,2014-04-14,2014-04-14T13:30:00+00:00,2014-04-14T20:00:00+00:00,2014-04-14 20:00:00+00:00,0
2014-04-16,2014-04-15 05:30:00+00:00,2014-04-16 01:00:00+00:00,VALID,1,1,2014-04-15,2014-04-15T13:30:00+00:00,2014-04-15T20:00:00+00:00,2014-04-15 20:00:00+00:00,0
2014-04-17,2014-04-16 05:30:00+00:00,2014-04-17 01:00:00+00:00,VALID,1,1,2014-04-16,2014-04-16T13:30:00+00:00,2014-04-16T20:00:00+00:00,2014-04-16 20:00:00+00:00,0
2014-04-18,2014-04-17 05:30:00+00:00,2014-04-18 01:00:00+00:00,VALID,1,1,2014-04-17,2014-04-17T13:30:00+00:00,2014-04-17T20:00:00+00:00,2014-04-17 20:00:00+00:00,0
2014-04-21,2014-04-18 05:30:00+00:00,2014-04-21 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2014-04-22,2014-04-21 05:30:00+00:00,2014-04-22 01:00:00+00:00,VALID,1,1,2014-04-21,2014-04-21T13:30:00+00:00,2014-04-21T20:00:00+00:00,2014-04-21 20:00:00+00:00,0
2014-04-23,2014-04-22 05:30:00+00:00,2014-04-23 01:00:00+00:00,VALID,1,1,2014-04-22,2014-04-22T13:30:00+00:00,2014-04-22T20:00:00+00:00,2014-04-22 20:00:00+00:00,0
2014-04-24,2014-04-23 05:30:00+00:00,2014-04-24 01:00:00+00:00,VALID,1,1,2014-04-23,2014-04-23T13:30:00+00:00,2014-04-23T20:00:00+00:00,2014-04-23 20:00:00+00:00,0
2014-04-25,2014-04-24 05:30:00+00:00,2014-04-25 01:00:00+00:00,VALID,1,1,2014-04-24,2014-04-24T13:30:00+00:00,2014-04-24T20:00:00+00:00,2014-04-24 20:00:00+00:00,0
2014-04-28,2014-04-25 05:30:00+00:00,2014-04-28 01:00:00+00:00,VALID,1,1,2014-04-25,2014-04-25T13:30:00+00:00,2014-04-25T20:00:00+00:00,2014-04-25 20:00:00+00:00,0
2014-04-29,2014-04-28 05:30:00+00:00,2014-04-29 01:00:00+00:00,VALID,1,1,2014-04-28,2014-04-28T13:30:00+00:00,2014-04-28T20:00:00+00:00,2014-04-28 20:00:00+00:00,0
2014-04-30,2014-04-29 05:30:00+00:00,2014-04-30 01:00:00+00:00,VALID,1,1,2014-04-29,2014-04-29T13:30:00+00:00,2014-04-29T20:00:00+00:00,2014-04-29 20:00:00+00:00,0
2014-05-02,2014-04-30 05:30:00+00:00,2014-05-02 01:00:00+00:00,VALID,2,2,2014-04-30;2014-05-01,2014-04-30T13:30:00+00:00;2014-05-01T13:30:00+00:00,2014-04-30T20:00:00+00:00;2014-05-01T20:00:00+00:00,2014-05-01 20:00:00+00:00,0
2014-05-05,2014-05-02 05:30:00+00:00,2014-05-05 01:00:00+00:00,VALID,1,1,2014-05-02,2014-05-02T13:30:00+00:00,2014-05-02T20:00:00+00:00,2014-05-02 20:00:00+00:00,0
2014-05-06,2014-05-05 05:30:00+00:00,2014-05-06 01:00:00+00:00,VALID,1,1,2014-05-05,2014-05-05T13:30:00+00:00,2014-05-05T20:00:00+00:00,2014-05-05 20:00:00+00:00,0
2014-05-07,2014-05-06 05:30:00+00:00,2014-05-07 01:00:00+00:00,VALID,1,1,2014-05-06,2014-05-06T13:30:00+00:00,2014-05-06T20:00:00+00:00,2014-05-06 20:00:00+00:00,0
2014-05-08,2014-05-07 05:30:00+00:00,2014-05-08 01:00:00+00:00,VALID,1,1,2014-05-07,2014-05-07T13:30:00+00:00,2014-05-07T20:00:00+00:00,2014-05-07 20:00:00+00:00,0
